name;parent;categoria;descripcion
Portulacaceae;Caryophyllales;Familia;Hierbas carnosas postradas con hojas alternas suculentas enteras y cápsulas de dehiscencia circuncisa pixidios
Tamaricaceae;Caryophyllales;Familia;Arbustos xerofíticos con hojas reducidas escuamiformes sésiles y glándulas excretoras de sal en sus tejidos
Plumbaginaceae;Caryophyllales;Familia;Hierbas o arbustos perennes con glándulas secretoras de cal e inflorescencias cimosas con cálices membranosos plegados
Nyctaginaceae;Caryophyllales;Familia;Plantas con flores rodeadas por brácteas petaloides marcadamente coloreadas vistosas y antocarpos envolventes secos
Nepenthaceae;Caryophyllales;Familia;Plantas carnívoras trepadoras cuyos ápices foliares se modifican formando trampas tubulares jarros ascidios
Droseraceae;Caryophyllales;Familia;Hierbas carnívoras palustres con hojas provistas de tentáculos glandulares adhesivos sensibles al contacto
Amaranthaceae;Caryophyllales;Familia;Hierbas con flores diminutas secas escariosas bracteadas de frutos utrículos adaptadas a suelos salinos
Basellaceae;Caryophyllales;Familia;Lianas carnosas mucilaginosas mucilagináceas con hojas suculentas enteras alternas y espigas densas de flores sésiles
Molluginaceae;Caryophyllales;Familia;Hierbas anuales con hojas dispuestas en falsos verticilos e inflorescencias cimosas axilares reducidas simplificadas
Cactaceae;Caryophyllales;Familia;Suculentas espinosas fotosintéticas con tallos modificados cladodios, areolas lanosas y numerosos tépalos espiralados espiralados
Ericaceae;Ericales;Familia;Plantas acidófilas con micorrizas ericoides, anteras poricidas invertidas provistas de apéndices en forma de cuernos
Sarraceniaceae;Ericales;Familia;Hierbas carnívoras de turberas con hojas modificadas en estructuras tubulares ascendentes atrapamoscas jarros
Theaceae;Ericales;Familia;Arbustos leñosos perennes con hojas aserradas coriáceas ricas en teína y flores polistémonas vistosas
Sapotaceae;Ericales;Familia;Árboles laticíferos con indumento de pelos malpighiáceos, hojas enteras alternas y frutos bayas carnosas
Polemoniaceae;Ericales;Familia;Hierbas con flores pentámeras gamopétalas actinomorfas provistas de un ovario trilocular con estilo trífido
Acanthaceae;Lamiales;Familia;Plantas con cistolitos epidérmicos lineares conspicuos, flores zigomorfas bracteadas y semillas sostenidas por retináculos
Lamiaceae;Lamiales;Familia;Hierbas con tallos cuadrangulares aromáticos, hojas opuestas decusadas y flores bilabiadas zigomorfas de ovario tetralobulado
Plantaginaceae;Lamiales;Familia;Hierbas con hojas basales arrosetadas provistas de venación paralela e inflorescencias espiciformes densas anemófilas
Bignoniaceae;Lamiales;Familia;Lianas trepadoras leñosas con hojas compuestas tendriladas, flores vistosas infundibuliformes y semillas marcadamente aladas
Oleaceae;Lamiales;Familia;Árboles o arbustos con hojas opuestas enteras, flores tetrámeras caracterizadas por poseer únicamente dos estambres
Verbenaceae;Lamiales;Familia;Plantas leñosas con tallos cuadrangulares, hojas opuestas aserradas e inflorescencias capituliformes o espiciformes de ovario entero
Convolvulaceae;Solanales;Familia;Lianas trepadoras laticíferas con hojas alternas cordadas y flores gamopétalas marcadamente infundibuliformes plegadas convolutas
Solanaceae;Solanales;Familia;Plantas ricas en alcaloides solaninos con flores actinomorfas tubulares, anteras conniventes y frutos bayas multicarpelares
Apocynaceae;Gentianiales;Familia;Plantas laticíferas con hojas opuestas enteras, granos de polen agrupados en polinias y frutos folículos dobles
Rubiaceae;Gentianiales;Familia;Plantas con hojas opuestas decusadas enteras unidas por estípulas interpeciolares conspicuas y ovario ínfero
Gentianaceae;Gentianiales;Familia;Hierbas con hojas opuestas sésiles enteras de venación acródroma, corolas convolutas y placentación parietal doble
Boraginaceae;Boraginales;Familia;Hierbas cubiertas por pelos hirsutos silicificados duros con inflorescencias cimosas escorpioideas helicoidales replegadas
Heliotropiaceae;Boraginales;Familia;Arbustos o hierbas con hojas alternas cubiertas de indumento tosco provistos de frutos esquizocárpicos drupáceos
Asteraceae;Asterales;Familia;Flores diminutas densamente agrupadas en capítulos rodeados por brácteas involucrales con cálices modificados vilanos
Campanulaceae;Asterales;Familia;Hierbas laticíferas con flores gamopétalas marcadamente campanuladas actinomorfas provistas de un ovario ínfero sincárpico
Apiaceae;Apiales;Familia;Hierbas umbelíferas aromáticas con canales secretores, hojas divididas envainadoras e inflorescencias en umbelas compuestas
Caprifoliaceae;Dipsacales;Familia;Hierbas o arbustos con hojas opuestas carentes de estípulas, flores zigomorfas tubulares y gineceo ínfero
Animalia;Eukarya;Reino;Animales
Eumetazoa;Animalia;Subreino;Animales con verdaderos tejidos diferenciados, sistema nervioso y hojas embrionarias organizadas durante el desarrollo
Bilateria;Eumetazoa;Infrareino;Animales con simetría bilateral, triploblásticos y con una clara polaridad cefálica
Protostomia;Bilateria;Parvreino;Clado donde el blastoporo embrionario origina primariamente la boca del organismo adulto final
Deuterostomia;Bilateria;Parvreino;Clado donde el blastoporo embrionario origina el ano, desarrollándose la boca secundariamente
Spiralia;Protostomia;Superfilo/Superdivisión;Protóstomos caracterizados por presentar una segmentación elíptica u oblicua de tipo espiral embrionaria
Ecdysozoa;Protostomia;Superfilo/Superdivisión;Animales protóstomos que mudan periódicamente su cutícula externa mediante el proceso de ecdisis
Ambulacraria;Deuterostomia;Superfilo/Superdivisión;Clado de deuteróstomos que reúne a equinodermos y hemicordados por similitudes larvarias tricoelomadas
Porifera;Animalia;Filo/División;Esponjas sésiles acuáticas con cuerpos porosos que carecen de verdaderos tejidos y órganos especializados
Cnidaria;Eumetazoa;Filo/División;Animales diblásticos con simetría radial provistos de células urticantes especializadas llamadas cnidocitos
Ctenophora;Eumetazoa;Filo/División;Animales marinos transparentes que se desplazan mediante hileras de paletas ciliadas llamadas peines
Chaetognatha;Spiralia;Filo/División;Gusanos flecha marinos depredadores planctónicos provistos de espinas quitinosas quitinizadas cefálicas ganchudas
Rotifera;Spiralia;Filo/División;Animales microscópicos pseudocelomados provistos de una corona ciliada anterior y una faringe masticadora
Platyhelminthes;Spiralia;Filo/División;Gusanos planos acelomados dorsoventralmente comprimidos que carecen de sistema circulatorio y respiratorio especializado
Gastrotricha;Spiralia;Filo/División;Pequeños invertebrados acuáticos pseudocelomados con cutícula ornamentada con escamas y espinas vibrátiles dorsales
Annelida;Spiralia;Filo/División;Gusanos celomados segmentados caracterizados por poseer cuerpos divididos internamente por septos metámicos
Mollusca;Spiralia;Filo/División;Invertebrados de cuerpo blando dividido en pie musculoso, masa visceral y manto secretor
Nemertea;Spiralia;Filo/División;Gusanos cinta provistos de una probóscide evaginable larga evaginable alojada en el rincocele dorsal
Brachiopoda;Spiralia;Filo/División;Invertebrados marinos bentónicos protegidos por dos valvas dorsoterminales sostenidos por un pedúnculo carnoso
Bryozoa;Spiralia;Filo/División;Pequeños animales coloniales sésiles que capturan alimento mediante una corona ciliada llamada lofóforo
Nematoda;Ecdysozoa;Filo/División;Gusanos cilíndricos pseudocelomados no segmentados cubiertos por una cutícula gruesa de colágeno elástica
Tardigrada;Ecdysozoa;Filo/División;Osos de agua microscópicos con cuatro pares de patas lobópodas terminadas en uñas resistentes
Onychophora;Ecdysozoa;Filo/División;Gusanos aterciopelados terrestres con patas lobópodas que secretan limo adhesivo para capturar presas
Arthropoda;Ecdysozoa;Filo/División;Invertebrados con exoesqueleto quitinoso articulado y apéndices pareados modificados funcionalmente para diversas tareas
Echinodermata;Ambulacraria;Filo/División;Invertebrados marinos con simetría pentarrradial secundaria y un sistema vascular acuífero ambulacral exclusivo
Hemichordata;Ambulacraria;Filo/División;Animales marinos con cuerpo dividido en probóscide, collar y tronco, provistos de hendiduras branquiales
Chordata;Deuterostomia;Filo/División;Animales que poseen notocorda, cordón nervioso hueco dorsal y hendiduras faríngeas en fases embrionarias
Medusozoa;Cnidaria;Subfilo/Subdivisión;Clado de cnidarios cuyo ciclo biológico incluye típicamente una fase libre nadadora pelágica medusa
Anthozoa*;Cnidaria;Subfilo/Subdivisión;Cnidarios exclusivamente pólipos marinos sésiles solitarios o coloniales que carecen de fase medusa
Endocnidozoa;Cnidaria;Subfilo/Subdivisión;Cnidarios parásitos microscópicos altamente reducidos que poseen cápsulas polares homólogas a los nematocistos
Rhabditophora;Platyhelminthes;Subfilo/Subdivisión;Platelmintos que poseen glándulas con rabdites y sistemas de sujeción bicelulares adhesivos complejos
Anopla;Nemertea;Subfilo/Subdivisión;Nemerteos cuya probóscide carece de un estilete calcáreo perforador armado en su extremo
Linguliformea;Brachiopoda;Subfilo/Subdivisión;Braquiópodos inarticulados con valvas fosfáticas ricas en quitina unidas únicamente por músculos complejos
Crustacea;Arthropoda;Subfilo/Subdivisión;Artrópodos mayoritariamente acuáticos provistos de dos pares de antenas y apéndices típicamente birrámeos
Hexapoda;Arthropoda;Subfilo/Subdivisión;Artrópodos con el cuerpo dividido en cabeza, tórax con tres pares de patas y abdomen
Myriapoda;Arthropoda;Subfilo/Subdivisión;Artrópodos terrestres con la cabeza provista de antenas y troncos alargados con numerosos segmentos articulados
Chelicerata;Arthropoda;Subfilo/Subdivisión;Artrópodos sin antenas con el cuerpo dividido en prosoma y opistosoma, provistos de quelíceros bucales
Crinozoa;Echinodermata;Subfilo/Subdivisión;Equinodermos sésiles o móviles con el cuerpo en forma de copa provisto de brazos plumosos
Asterozoa;Echinodermata;Subfilo/Subdivisión;Equinodermos con cuerpo aplanado estrellado donde los brazos no se demarcan claramente del disco central
Echinozoa;Echinodermata;Subfilo/Subdivisión;Equinodermos globosos o discoidales que carecen completamente de brazos móviles apéndices ambulacrales radiados
Cephalochordata;Chordata;Subfilo/Subdivisión;Cordados pisciformes excavadores bentónicos que retienen permanentemente la notocorda a lo largo de todo el cuerpo
Urochordata;Chordata;Subfilo/Subdivisión;Cordados marinos sésiles con túnica externa de celulosa cuya fase larvaria posee la notocorda cola
Vertebrata;Chordata;Subfilo/Subdivisión;Cordados con un esqueleto interno óseo o cartilaginoso que protege el sistema nervioso centralizado encéfalo
Oligostraca;Crustacea;Infrafilo/Infradivisión;Clado de pancrustáceos que agrupa taxones con un número reducido de apéndices postcefálicos
Altocrustacea;Crustacea;Infrafilo/Infradivisión;Grupo monofilético que reúne a los crustáceos superiores
Agnatha*;Vertebrata;Infrafilo/Infradivisión;Vertebrados basales caracterizados por la ausencia total de mandíbulas y de aletas pareadas
Gnathostomatha;Vertebrata;Infrafilo/Infradivisión;Vertebrados provistos de mandíbulas articuladas derivadas evolutivamente de los arcos branquiales anteriores
Entognatha*;Hexapoda;Superclase;Hexápodos basales cuyas piezas bucales se encuentran ocultas dentro de un pliegue cefálico
Ectognatha;Hexapoda;Superclase;Hexápodos (insectos verdaderos) caracterizados por poseer piezas bucales expuestas externamente fuera de la cabeza
Cyclostomi;Agnatha*;Superclase;Vertebrados agnatos vivientes con bocas circulares chupadoras que agrupan a lampreas y mixines
Osteostracomorphi †;Agnatha*;Superclase;Vertebrados agnatos fósiles acorazados por extensos escudos óseos cefálicos con campos sensoriales dorsales
Chondrichthyes;Gnathostomatha;Superclase;Peces cartilaginosos con escamas placoides, hendiduras branquiales expuestas y ausencia de vejiga natatoria
Osteichthyes*;Gnathostomatha;Superclase;Peces con esqueleto óseo calcificado, branquias protegidas por opérculo y presencia de vejiga natatoria
Tetrapoda;Gnathostomatha;Superclase;Vertebrados con cuatro extremidades marchadoras tipo quiridio adaptados primariamente a la vida terrestre
Calcarea;Porifera;Clase;Esponjas marinas caracterizadas por poseer espículas compuestas exclusivamente por carbonato de calcio
Demospongiae;Porifera;Clase;La clase más diversa de esponjas, con espículas silíceas o fibras de espongina
Hydrozoa;Medusozoa;Clase;Cnidarios con alternancia generacional donde la fase pólipo suele formar colonias polimórficas especializadas
Scyphoza;Medusozoa;Clase;Medusas verdaderas marinas con fase de pólipo reducida (escifistoma) y estróbilos que liberan éfiras
Cubozoa;Medusozoa;Clase;Medusas con umbrela de sección cuadrangular, ojos complejos (roplayos) y picadura altamente neurotóxica
Anthozoa;Anthozoa*;Clase;Cnidarios exclusivamente pólipos marinos sésiles solitarios o coloniales que carecen de fase medusa
Myxozoa;Endocnidozoa;Clase;Cnidarios parásitos microscópicos altamente reducidos que poseen cápsulas polares homólogas a los nematocistos
Nuda;Ctenophora;Clase;Ctenóforos que carecen completamente de tentáculos y capturan presas engulléndolas con bocas macroscópicas
Tentaculata;Ctenophora;Clase;Ctenóforos provistos de dos tentáculos largos retractiles equipados con células adhesivas llamadas coloblastos
 Sagittoidea;Chaetognatha;Clase;Única clase de quetognatos vivientes, con aletas laterales transparentes y espinas cefálicas quitinosas
Eurotifera;Rotifera;Clase;Subclase principal de rotíferos que poseen coronas ciliadas desarrolladas y reproducción por partenogénesis
Hemirotifera;Rotifera;Clase;Linaje de rotíferos con la corona ciliada modificada o reducida adaptada a ambientes intersticiales
Amplimatricata;Rhabditophora;Clase;Clado de rotíferos emparentado con acantocéfalos parásitos que carecen de tubo digestivo adulto
Euneoophora;Rhabditophora;Clase;Grupo avanzado de microinvertebrados dulceacuícolas con desarrollo ovárico diferenciado y complejos aparatos masticadores
Sipuncula;Annelida;Clase;Gusanos marinos no segmentados con un cuerpo dividido en un introverso evaginable y tronco
Polychaeta;Annelida;Clase;Anélidos marinos caracterizados por poseer parápodos conspicuos provistos de numerosas quetas quitinosas terminales
Clitellata;Annelida;Clase;Anélidos hermafroditas con un capullo glandular (clitelo) encargado de secretar mucílago protector reproductivo
Solenogastres;Mollusca;Clase;Moluscos vermiformes marinos sin concha cubiertos por espículas calcáreas con un surco pedal
Scaphoda;Mollusca;Clase;Moluscos con concha tubular cónica abierta por ambos extremos y tentáculos captores llamados captáculos
Monoplacophora;Mollusca;Clase;Moluscos bentónicos profundos con concha única cónica y órganos internos repetidos metáméricamente en serie
Caudofoveata;Mollusca;Clase;Moluscos vermiformes cavadores sin concha ni pie, con un escudo oral sensitivo cuticular
Bivalvia;Mollusca;Clase;Moluscos con concha de dos valvas articuladas por una charnela, carentes de rádula bucal
Polyplacophora;Mollusca;Clase;Moluscos con concha dorsal compuesta por ocho placas calcáreas articuladas rodeadas por un cinturón
Gastropoda;Mollusca;Clase;Moluscos asimétricos con concha típicamente espiralada que sufren torsión visceral durante su desarrollo embrionario
Cephalopoda;Mollusca;Clase;Moluscos marinos con pie modificado en brazos tentáculos, sifón eyector y sistema nervioso marcadamente centralizado
Pilidiophora;Anopla;Clase;Nemerteos caracterizados por poseer desarrollo indirecto a través de una larva pilidio nadadora
Lingulata;Linguliformea;Clase;Braquiópodos inarticulados con valvas fosfáticas ricas en quitina unidas únicamente por músculos complejos
Gymnolaemata;Bryozoa;Clase;Briozoos mayoritariamente marinos con lofóforos circulares y zooides protegidos por exoesqueletos quitinosos calcificados
Chromadorea;Nematoda;Clase;Nematodos con anfidios espiralados o circulares complejos y un sistema excretor provisto de canales
Dorylaimia;Nematoda;Clase;Nematodos del suelo o acuáticos provistos de un estilete bucal perforador (odontostilo) bien desarrollado
Eutardigrada;Tardigrada;Clase;Tardígrados que carecen de apéndices cefálicos laterales y poseen cutículas lisas no divididas en placas
Ostracoda;Oligostraca;Clase;Crustáceos diminutos con el cuerpo totalmente encerrado en un caparazón bivalvo quitinoso o calcificado
Branchiopoda;Altocrustacea;Clase;Crustáceos branquiópodos dulceacuícolas con apéndices foliáceos modificados que funcionan como branquias y remos
Copepoda;Altocrustacea;Clase;Crustáceos microplanctónicos sin caparazón con un ojo naupliar centralizado y largas antenas primeras locomotoras
Thecostraca;Altocrustacea;Clase;Crustáceos marinos sésiles sésiles modificados (percebes) protegidos por placas calcáreas fijadas al sustrato
Malacostraca;Altocrustacea;Clase;La clase más grande de crustáceos (cangrejos, langostas) con tagmatización fija de catorce segmentos corporales
Protura;Entognatha*;Clase;Hexápodos entognatos diminutos ciegos que carecen completamente de antenas y de apéndices abdominales
Collembola;Entognatha*;Clase;Hexápodos entognatos provistos de un órgano saltador abdominal bifurcado llamado fúrcula ventral posterior
Diplura;Entognatha*;Clase;Hexápodos entognatos ciegos alargados caracterizados por poseer dos cercos terminales filamentosos o pinzas
Insecta;Ectognatha;Clase;Artrópodos con el cuerpo dividido en cabeza, tórax con tres pares de patas y abdomen. Provistos de antenas
Chilopoda;Myriapoda;Clase;Miriápodos (ciempiés) de cuerpo deprimido con un par de patas por segmento y forcípulas venenosas
Diplopoda;Myriapoda;Clase;Miriápodos (milpiés) de cuerpo cilíndrico caracterizados por presentar dos pares de patas por diplosegmento
Euchelicerata;Chelicerata;Clase;Quelicerados verdaderos (arácnidos y xifosuros) con prosoma cubierto por un escudo continuo dorsal
Pycnogonida;Chelicerata;Clase;Arañas de mar con cuerpos extremadamente reducidos donde los órganos internos invaden las patas
Crinoidea;Crinozoa;Clase;Equinodermos sésiles o móviles con el cuerpo en forma de copa provisto de brazos plumosos
Asteroidea;Asterozoa;Clase;Estrellas de mar con brazos de base ancha no demarcados del disco central y surcos ambulacrales abiertos
Ophiuroidea;Asterozoa;Clase;Ofiuras con brazos delgados cilíndricos articulados nítidamente separados del disco central corporal redondo
Echinoidea;Echinozoa;Clase;Erizos de mar con esqueleto globoso rígido (teca) cubierto de espinas móviles y linterna de Aristóteles
Holothuroidea;Echinozoa;Clase;Pepinos de mar con cuerpos alargados carnosos de simetría bilateral secundaria y tentáculos bucales ramificados
Enteropneusta;Hemichordata;Clase;Hemicordados vermiformes bentónicos con probóscide cónica que excavan túneles en sedimentos marinos costeros
Leptocardii ;Cephalochordata;Clase;Anfioxos con notocorda persistente prolongada hasta el extremo anterior de su cabeza puntiaguda
Ascidiacea;Urochordata;Clase;Tunicados sésiles con sifones inhalante y exhalante que filtran agua mediante una gran faringe perforada
Thaliacea;Urochordata;Clase;Tunicados pelágicos transparentes flotantes coloniales que se desplazan mediante propulsión a chorro de agua
Appendicularia;Urochordata;Clase;Tunicados planctónicos que retienen la cola larvaria y construyen complejas casas mucilaginosas filtradoras externas
Mixini;Cyclostomi;Clase;Agnatos marinos carroñeros sin vértebras verdaderas que secretan grandes cantidades de mucosidad defensiva hialina
Petromyzonti;Cyclostomi;Clase;Lampreas con esqueleto cartilaginoso rudimentario y boca circular armada con dientes córneos queratinizados raspadores
 Cephalaspidomorphi†;Osteostracomorphi †;Clase;Agnatos fósiles acorazados con ojos dorsales juntos y aletas pectorales estabilizadoras lobuladas
Placodermi†;Gnathostomatha;Clase;Peces fósiles mandibulados primitivos cubiertos por placas óseas articuladas en la región del cuello
Acanthodii†;Gnathostomatha;Clase;Tiburones de espinas fósiles caracterizados por presentar robustas espinas rígidas en todas sus aletas
Elasmobranchii; Chondrichthyes;Clase;Condrictios (tiburones y rayas) con hendiduras branquiales laterales separadas y mandíbula anfistílica o hiostílica
Holocephali; Chondrichthyes;Clase;Quimeras marinas con una sola apertura branquial protegida por un pliegue opercular carnoso blando
Cladistii; Osteichthyes*;Clase;Peces óseos basales con aletas dorsales divididas en múltiples pínulas independientes y escamas ganoideas
Actinopteri; Osteichthyes*;Clase;Peces con aletas sostenidas por radios óseos membranosos flexibles, constituyendo la gran mayoría de peces
 Sarcopterygii; Osteichthyes*;Clase;Peces de aletas lobuladas carnosas provistas de un eje óseo interno homólogo a tetrápodos
Amphibia;Tetrapoda;Clase;Vertebrados anamniotas con desarrollo larvario acuático, metamorfosis obligada y respiración cutánea accesoria predominante
Sauropsida (Reptilia);Tetrapoda;Clase;Amniotas con piel cubierta por escamas epidérmicas queratinizadas secas impermeables que evitan la desecación
Aves*;Tetrapoda;Clase;Saurópsidos endotermos especializados en el vuelo con extremidades anteriores transformadas en alas y cuerpo plumoso
Mammalia;Tetrapoda;Clase;Amniotas endotermos caracterizados por poseer pelo corporal y glándulas mamarias funcionales productoras de leche
Hydroidolina;Hydrozoa;Subclase;Hidrozoos modificados cuyo ciclo biológico prioriza la fase de pólipo colonial o medusas con velo
Hexacorallia;Anthozoa;Subclase;Antozoos (corales) con simetría hexámera y tentáculos simples dispuestos en múltiples de seis
Octocorallia;Anthozoa;Subclase;Antozoos coloniales con ocho tentáculos pinnados y simetría octámera estricta en sus pólipos
Myxosporea;Myxozoa;Subclase;Mixozoos parásitos con esporas pluricelulares provistas de cápsulas polares eyectables extrusibles defensivas
Bdelloidea;Eurotifera;Subclase;Rotíferos dulceacuícolas partenogenéticos obligados con corona doble y pie retráctil con dedos
Monogononta;Eurotifera;Subclase;Rotíferos con un solo ovario que presentan alternancia entre reproducción amíctica y mictica
Acanthocephala;Hemirotifera;Subclase;Gusanos parásitos endosigmáticos con una probóscide espinosa evaginable utilizada para fijarse al hospedador
Acentrosomata;Euneoophora;Subclase;Clado de platelmintos que carecen de centrosomas polares organizadores durante la división celular
Monogenea;Euneoophora;Subclase;Platelmintos ectoparásitos de organismos acuáticos provistos de un órgano de fijación posterior (haptor)
Trematoda;Euneoophora;Subclase;Duelas parásitas con ventosas orales y ventrales que poseen ciclos biológicos complejos multihospedador
Cestoda;Euneoophora;Subclase;Gusanos planos parásitos (tenias) con cuerpo segmentado en proglótides y ausencia de tubo digestivo
Errantia;Polychaeta;Subclase;Poliquetos de vida libre con parápodos bien desarrollados y estructuras cefálicas sensoriales conspicuas
Oligochaeta;Clitellata;Subclase;Anélidos hermafroditas terrestres o dulceacuícolas con pocas quetas y ausencia total de parápodos
Hirudinea;Clitellata;Subclase;Sanguijuelas con cuerpo de segmentos fijos, ventosas terminales y glándulas secretoras de hirudina
Autobranchia;Bivalvia;Subclase;Bivalvos donde las branquias funcionan simultáneamente como órganos respiratorios y filtros capturadores de alimento
Protobranchia;Bivalvia;Subclase;Bivalvos basales con branquias simples bipectinadas utilizadas exclusivamente para el intercambio de gases
Neoloricata;Polyplacophora;Subclase;Poliplacóforos vivientes con placas articuladas provistas de estetes (órganos sensoriales fotoreceptores epidérmicos)
Vetigastropoda;Gastropoda;Subclase;Gastrópodos marinos basales con conchas perforadas o fisuradas y bifurcaciones sensoriales epipodiales
Heterebranchia;Gastropoda;Subclase;Gran linaje de gastrópodos (caracoles y babosas) con branquias modificadas o respiración pulmonar
Paleocephalopoda;Cephalopoda;Subclase;Cefalópodos basales extintos o relictos con conchas externas tabicadas macizas calcificadas
Neoceplhalopoda;Cephalopoda;Subclase;Cefalópodos modernos con concha interna reducida, perdida o modificada (calamares, pulpos)
Podocopa;Ostracoda;Subclase;Ostrácodos con caparazón bivalvo calcificado pesado y apéndices torácicos marchadores bien diferenciados
Myodocopa;Ostracoda;Subclase;Ostrácodos marinos planctónicos con caparazón provisto de una muesca anterior para las antenas
Sarsostraca;Branchiopoda;Subclase;Branquiópodos que carecen de caparazón, caracterizados por poseer cuerpos alargados segmentados apendiculados
Phyllopoda;Branchiopoda;Subclase;Branquiópodos con caparazón folioso o bivalvo y apéndices torácicos marcadamente aplanados foliáceos
Neocopepoda;Copepoda;Subclase;Subclase central de copépodos con tagmatización abdominal modificada y alta dominancia planctónica
Cirripedia;Thecostraca;Subclase;Crustáceos sésiles marinos modificados con caparazones calcáreos que filtran agua mediante cirros
Eumalacostraca;Malacostraca;Subclase;Malacostráceos superiores con caparazón que cubre el tórax y abdomen provisto de pleópodos
Hoplocarida;Malacostraca;Subclase;Malacostráceos depredadores (estomatópodos) con el segundo par de apéndices torácicos transformado en garras raptoras
Apterygota*;Insecta;Subclase;Grupo parafilético de insectos basales primitivamente ápteros que carecen totalmente de alas metamórficas
Pterygota;Insecta;Subclase;lado que agrupa a todos los insectos alados o secundariamente ápteros evolutivos
Pleurostigmophora;Chilopoda;Subclase;Chilópodos (ciempiés) con espiráculos respiratorios situados lateralmente en las membranas pleurales intersegmentales
Chilognatha;Diplopoda;Subclase;Diplópodos (milpiés) con exoesqueleto fuertemente calcificado y aberturas reproductivas situadas anteriormente
Merostomata;Euchelicerata;Subclase;Quelicerados marinos (cangrejos herradura) con caparazón en herradura, branquias en libro y telson alargado
Arachnida;Euchelicerata;Subclase;Quelicerados terrestres con cuatro pares de patas marchadoras, respiración traqueal o filotraqueal
Neoselachii;Elasmobranchii;Subclase;Subclase moderna de condrictios que incluye a los tiburones y rayas vivientes
 Chondrostei;Actinopteri;Subclase;Peces actinopterigios basales (esturiones) con esqueleto secundariamente cartilaginoso y escamas ganoideas reducidas
Neopterygii;Actinopteri;Subclase;Peces óseos modernos con escamas aligeradas, mandíbulas móviles complejas y aletas caudales homocercas
Actinistia; Sarcopterygii;Subclase;Sarcopterigios (celacantos) con aletas lobuladas articuladas y una aleta caudal trilobulada característica
Dipnoi; Sarcopterygii;Subclase;Peces pulmonados con aletas lobuladas delgadas y pulmones funcionales derivados de la vejiga gaseosa
Lissamphibia;Amphibia;Subclase;Clado que reúne a todos los órdenes de anfibios modernos vivientes no extintos
Temnospondyli†;Amphibia;Subclase;Importante grupo extinto de tetrápodos basales semiacuáticos con vértebras complejas divididas en elementos
Lepospondyli†;Amphibia;Subclase;Tetrápodos fósiles paleozóicos de tamaño reducido con vértebras simples en forma de carrete hialino
Lepidosauria;Sauropsida (Reptilia);Subclase;Reptiles con escamas superpuestas mudarles y hemipenes (lagartos, serpientes, tuátaras)
Archelosauria;Sauropsida (Reptilia);Subclase;Clado filogenético que agrupa molecularmente a las tortugas con los arcosaurios vivientes
Neornithes;Aves*;Subclase;Aves modernas vivientes caracterizadas por la pérdida total de dientes y fusión ósea carpometacarpal
Prototheria;Mammalia;Subclase;Mamíferos ovíparos (monotremas) que ponen huevos pero alimentan crías mediante glándulas mamarias difusas
Theria;Mammalia;Subclase;Mamíferos vivíparos donde el embrión se desarrolla internamente dentro de un útero materno
Paleoptera*;Pterygota;Infraclase;Insectos alados primitivos incapaces de plegar sus alas longitudinalmente sobre el abdomen dorsal. Es un 
Neoptera;Pterygota;Infraclase;Insectos alados avanzados capaces de plegar horizontal u oblicuamente las alas sobre el abdomen
Acari;Arachnida;Infraclase;Ácaros y garrapatas con prosoma y opistosoma fusionados en un cuerpo globoso indiviso
Holostei;Neopterygii;Infraclase;Neopterigios basales vivientes (pejelagartos) con escamas ganoideas pesadas y mandíbulas parcialmente móviles
Telostei;Neopterygii;Infraclase;El grupo más diverso de peces, con mandíbulas totalmente móviles protráctiles y vejiga natatoria hidrostática
Testudinata;Archelosauria;Infraclase;Tortugas caracterizadas por poseer un caparazón óseo rígido fusionado a costillas y vértebras
Archosauria;Archelosauria;Infraclase;Reptiles diápsidos avanzados que agrupan a cocodrilos, aves y dinosaurios extintos relacionados
Paleognathae;Neornithes;Infraclase;Aves corredoras terrestres (ratites) con paladar de estructura ósea primitiva rígida no móvil
Neognathae;Neornithes;Infraclase;Aves modernas con paladar móvil neognato articulado que facilita el movimiento maxilar superior
Metatheria;Theria;Infraclase;Linaje de mamíferos que incluye a los marsupiales y sus parientes fósiles directos
Eutheria (Placentalia);Theria;Infraclase;Mamíferos placentarios con gestación intrauterina prolongada mediada por una placenta alantoidea compleja altamente eficiente
Selachii;Neoselachii;Parvclase;Tiburones modernos con cuerpos fusiformes y hendiduras branquiales situadas en los flancos laterales
Batoidea (Batomorphii);Neoselachii;Parvclase;Rayas y mantas con cuerpos deprimidos dorsoventralmente y hendiduras branquiales situadas ventralmente
Galloanserae;Neognathae;Parvclase;Clado de aves neognatas que reúne específicamente a las gallináceas y las anátidas acuáticas
Neoaves;Neognathae;Parvclase;Clado hiperdiverso que incluye a la inmensa mayoría de las familias de aves modernas
Marsupialia;Metatheria;Parvclase;Mamíferos con gestación uterina breve que completan el desarrollo larvario dentro del marsupio ventral
Afrotheria;Eutheria (Placentalia);Parvclase;Clado de mamíferos placentarios originados en África que incluye elefantes, manatíes y cerdos hormigueros
Xenarthra;Eutheria (Placentalia);Parvclase;Placentarios americanos (perezosos, armadillos) con articulaciones vertebrales accesorias xenartrales exclusivas en su columna
Boreoeutheria;Eutheria (Placentalia);Parvclase;Gran clado que agrupa a la mayoría de mamíferos placentarios del hemisferio norte evolutivo
Polyneoptera;Neoptera;Superorden;Insectos alados como grillos y cucarachas, caracterizados por alas posteriores plegables y aparato masticador
